Date,Open,High,Low,Close,Adj Close,Volume
2017-05-03,59.689999,59.689999,59.689999,59.689999,58.918957,0
2017-05-04,59.700001,59.700001,59.700001,59.700001,58.928829,0
2017-05-05,59.980000,59.980000,59.980000,59.980000,59.205208,0
2017-05-08,59.939999,59.939999,59.939999,59.939999,59.165722,0
2017-05-09,59.889999,59.889999,59.889999,59.889999,59.116367,0
2017-05-10,60.009998,60.009998,60.009998,60.009998,59.234818,0
2017-05-11,59.860001,59.860001,59.860001,59.860001,59.086761,0
2017-05-12,59.750000,59.750000,59.750000,59.750000,58.978180,0
2017-05-15,60.060001,60.060001,60.060001,60.060001,59.284176,0
2017-05-16,60.029999,60.029999,60.029999,60.029999,59.254559,0
2017-05-17,58.919998,58.919998,58.919998,58.919998,58.158901,0
2017-05-18,59.130001,59.130001,59.130001,59.130001,58.366188,0
2017-05-19,59.540001,59.540001,59.540001,59.540001,58.770893,0
2017-05-22,59.860001,59.860001,59.860001,59.860001,59.086761,0
2017-05-23,59.970001,59.970001,59.970001,59.970001,59.195335,0
2017-05-24,60.119999,60.119999,60.119999,60.119999,59.343399,0
2017-05-25,60.369999,60.369999,60.369999,60.369999,59.590168,0
2017-05-26,60.380001,60.380001,60.380001,60.380001,59.600040,0
2017-05-30,60.270000,60.270000,60.270000,60.270000,59.491463,0
2017-05-31,60.259998,60.259998,60.259998,60.259998,59.481590,0
2017-06-01,60.820000,60.820000,60.820000,60.820000,60.034359,0
2017-06-02,61.049999,61.049999,61.049999,61.049999,60.261387,0
2017-06-05,60.939999,60.939999,60.939999,60.939999,60.152809,0
2017-06-06,60.770000,60.770000,60.770000,60.770000,59.985008,0
2017-06-07,60.860001,60.860001,60.860001,60.860001,60.073845,0
2017-06-08,60.959999,60.959999,60.959999,60.959999,60.172550,0
2017-06-09,60.930000,60.930000,60.930000,60.930000,60.142937,0
2017-06-12,60.880001,60.880001,60.880001,60.880001,60.093586,0
2017-06-13,61.200001,61.200001,61.200001,61.200001,60.409451,0
2017-06-14,61.110001,61.110001,61.110001,61.110001,60.320610,0
2017-06-15,60.959999,60.959999,60.959999,60.959999,60.172550,0
2017-06-16,60.959999,60.959999,60.959999,60.959999,60.172550,0
2017-06-19,61.459999,61.459999,61.459999,61.459999,60.666092,0
2017-06-20,60.759998,60.759998,60.759998,60.759998,60.235836,0
2017-06-21,60.700001,60.700001,60.700001,60.700001,60.176353,0
2017-06-22,60.709999,60.709999,60.709999,60.709999,60.186264,0
2017-06-23,60.860001,60.860001,60.860001,60.860001,60.334972,0
2017-06-26,60.900002,60.900002,60.900002,60.900002,60.374630,0
2017-06-27,60.389999,60.389999,60.389999,60.389999,59.869026,0
2017-06-28,60.970001,60.970001,60.970001,60.970001,60.444023,0
2017-06-29,60.459999,60.459999,60.459999,60.459999,59.938419,0
2017-06-30,60.549999,60.549999,60.549999,60.549999,60.027645,0
2017-07-03,60.730000,60.730000,60.730000,60.730000,60.206093,0
2017-07-05,60.770000,60.770000,60.770000,60.770000,60.245750,0
2017-07-06,60.180000,60.180000,60.180000,60.180000,59.660839,0
2017-07-07,60.599998,60.599998,60.599998,60.599998,60.077213,0
2017-07-10,60.610001,60.610001,60.610001,60.610001,60.087132,0
2017-07-11,60.599998,60.599998,60.599998,60.599998,60.077213,0
2017-07-12,61.049999,61.049999,61.049999,61.049999,60.523331,0
2017-07-13,61.160000,61.160000,61.160000,61.160000,60.632381,0
2017-07-14,61.430000,61.430000,61.430000,61.430000,60.900055,0
2017-07-17,61.439999,61.439999,61.439999,61.439999,60.909969,0
2017-07-18,61.450001,61.450001,61.450001,61.450001,60.919880,0
2017-07-19,61.830002,61.830002,61.830002,61.830002,61.296604,0
2017-07-20,61.820000,61.820000,61.820000,61.820000,61.286690,0
2017-07-21,61.779999,61.779999,61.779999,61.779999,61.247032,0
2017-07-24,61.750000,61.750000,61.750000,61.750000,61.217297,0
2017-07-25,61.959999,61.959999,61.959999,61.959999,61.425480,0
2017-07-26,61.930000,61.930000,61.930000,61.930000,61.395744,0
2017-07-27,61.830002,61.830002,61.830002,61.830002,61.296604,0
2017-07-28,61.740002,61.740002,61.740002,61.740002,61.207382,0
2017-07-31,61.680000,61.680000,61.680000,61.680000,61.147900,0
2017-08-01,61.820000,61.820000,61.820000,61.820000,61.286690,0
2017-08-02,61.770000,61.770000,61.770000,61.770000,61.237125,0
2017-08-03,61.639999,61.639999,61.639999,61.639999,61.108242,0
2017-08-04,61.779999,61.779999,61.779999,61.779999,61.247032,0
2017-08-07,61.869999,61.869999,61.869999,61.869999,61.336258,0
2017-08-08,61.720001,61.720001,61.720001,61.720001,61.187553,0
2017-08-09,61.630001,61.630001,61.630001,61.630001,61.098328,0
2017-08-10,60.740002,60.740002,60.740002,60.740002,60.216011,0
2017-08-11,60.830002,60.830002,60.830002,60.830002,60.305233,0
2017-08-14,61.470001,61.470001,61.470001,61.470001,60.939709,0
2017-08-15,61.400002,61.400002,61.400002,61.400002,60.870316,0
2017-08-16,61.509998,61.509998,61.509998,61.509998,60.979362,0
2017-08-17,60.560001,60.560001,60.560001,60.560001,60.037563,0
2017-08-18,60.450001,60.450001,60.450001,60.450001,59.928509,0
2017-08-21,60.509998,60.509998,60.509998,60.509998,59.987988,0
2017-08-22,61.119999,61.119999,61.119999,61.119999,60.592728,0
2017-08-23,60.939999,60.939999,60.939999,60.939999,60.414284,0
2017-08-24,60.849998,60.849998,60.849998,60.849998,60.325058,0
2017-08-25,60.970001,60.970001,60.970001,60.970001,60.444023,0
2017-08-28,61.000000,61.000000,61.000000,61.000000,60.473763,0
2017-08-29,61.049999,61.049999,61.049999,61.049999,60.523331,0
2017-08-30,61.369999,61.369999,61.369999,61.369999,60.840572,0
2017-08-31,61.770000,61.770000,61.770000,61.770000,61.237125,0
2017-09-01,61.930000,61.930000,61.930000,61.930000,61.395744,0
2017-09-05,61.439999,61.439999,61.439999,61.439999,60.909969,0
2017-09-06,61.610001,61.610001,61.610001,61.610001,61.078499,0
2017-09-07,61.590000,61.590000,61.590000,61.590000,61.058678,0
2017-09-08,61.529999,61.529999,61.529999,61.529999,60.999191,0
2017-09-11,62.200001,62.200001,62.200001,62.200001,61.663414,0
2017-09-12,62.439999,62.439999,62.439999,62.439999,61.901337,0
2017-09-13,62.480000,62.480000,62.480000,62.480000,61.940994,0
2017-09-14,62.430000,62.430000,62.430000,62.430000,61.891430,0
2017-09-15,62.570000,62.570000,62.570000,62.570000,62.030220,0
2017-09-18,62.709999,62.709999,62.709999,62.709999,62.169010,0
2017-09-19,62.759998,62.759998,62.759998,62.759998,62.218582,0
2017-09-20,62.840000,62.840000,62.840000,62.840000,62.297890,0
2017-09-21,62.410000,62.410000,62.410000,62.410000,62.121708,0
2017-09-22,62.480000,62.480000,62.480000,62.480000,62.191387,0
2017-09-25,62.360001,62.360001,62.360001,62.360001,62.071941,0
2017-09-26,62.380001,62.380001,62.380001,62.380001,62.091850,0
2017-09-27,62.709999,62.709999,62.709999,62.709999,62.420322,0
2017-09-28,62.820000,62.820000,62.820000,62.820000,62.529816,0
2017-09-29,63.029999,63.029999,63.029999,63.029999,62.738846,0
2017-10-02,63.340000,63.340000,63.340000,63.340000,63.047413,0
2017-10-03,63.480000,63.480000,63.480000,63.480000,63.186768,0
2017-10-04,63.549999,63.549999,63.549999,63.549999,63.256443,0
2017-10-05,63.889999,63.889999,63.889999,63.889999,63.594872,0
2017-10-06,63.830002,63.830002,63.830002,63.830002,63.535152,0
2017-10-09,63.689999,63.689999,63.689999,63.689999,63.395794,0
2017-10-10,63.840000,63.840000,63.840000,63.840000,63.545105,0
2017-10-11,63.939999,63.939999,63.939999,63.939999,63.644642,0
2017-10-12,63.849998,63.849998,63.849998,63.849998,63.555058,0
2017-10-13,63.889999,63.889999,63.889999,63.889999,63.594872,0
2017-10-16,63.980000,63.980000,63.980000,63.980000,63.684456,0
2017-10-17,63.990002,63.990002,63.990002,63.990002,63.694412,0
2017-10-18,64.059998,64.059998,64.059998,64.059998,63.764084,0
2017-10-19,64.080002,64.080002,64.080002,64.080002,63.783997,0
2017-10-20,64.419998,64.419998,64.419998,64.419998,64.122421,0
2017-10-23,64.129997,64.129997,64.129997,64.129997,63.833763,0
2017-10-24,64.239998,64.239998,64.239998,64.239998,63.943253,0
2017-10-25,63.930000,63.930000,63.930000,63.930000,63.634689,0
2017-10-26,64.029999,64.029999,64.029999,64.029999,63.734226,0
2017-10-27,64.529999,64.529999,64.529999,64.529999,64.231918,0
2017-10-30,64.269997,64.269997,64.269997,64.269997,63.973114,0
2017-10-31,64.389999,64.389999,64.389999,64.389999,64.092560,0
2017-11-01,64.440002,64.440002,64.440002,64.440002,64.142334,0
2017-11-02,64.459999,64.459999,64.459999,64.459999,64.162239,0
2017-11-03,64.639999,64.639999,64.639999,64.639999,64.341408,0
2017-11-06,64.739998,64.739998,64.739998,64.739998,64.440941,0
2017-11-07,64.639999,64.639999,64.639999,64.639999,64.341408,0
2017-11-08,64.739998,64.739998,64.739998,64.739998,64.440941,0
2017-11-09,64.489998,64.489998,64.489998,64.489998,64.192101,0
2017-11-10,64.470001,64.470001,64.470001,64.470001,64.172195,0
2017-11-13,64.529999,64.529999,64.529999,64.529999,64.231918,0
2017-11-14,64.389999,64.389999,64.389999,64.389999,64.092560,0
2017-11-15,64.059998,64.059998,64.059998,64.059998,63.764084,0
2017-11-16,64.650002,64.650002,64.650002,64.650002,64.351364,0
2017-11-17,64.559998,64.559998,64.559998,64.559998,64.261772,0
2017-11-20,64.680000,64.680000,64.680000,64.680000,64.381226,0
2017-11-21,65.129997,65.129997,65.129997,65.129997,64.829140,0
2017-11-22,65.089996,65.089996,65.089996,65.089996,64.789330,0
2017-11-24,65.220001,65.220001,65.220001,65.220001,64.918732,0
2017-11-27,65.169998,65.169998,65.169998,65.169998,64.868958,0
2017-11-28,65.830002,65.830002,65.830002,65.830002,65.525917,0
2017-11-29,65.830002,65.830002,65.830002,65.830002,65.525917,0
2017-11-30,66.349998,66.349998,66.349998,66.349998,66.043510,0
2017-12-01,66.209999,66.209999,66.209999,66.209999,65.904152,0
2017-12-04,66.110001,66.110001,66.110001,66.110001,65.804619,0
2017-12-05,65.830002,65.830002,65.830002,65.830002,65.525917,0
2017-12-06,65.769997,65.769997,65.769997,65.769997,65.466187,0
2017-12-07,66.029999,66.029999,66.029999,66.029999,65.724983,0
2017-12-08,66.379997,66.379997,66.379997,66.379997,66.073372,0
2017-12-11,66.550003,66.550003,66.550003,66.550003,66.242592,0
2017-12-12,66.620003,66.620003,66.620003,66.620003,66.312263,0
2017-12-13,66.620003,66.620003,66.620003,66.620003,66.312263,0
2017-12-14,66.309998,66.309998,66.309998,66.309998,66.003693,0
2017-12-15,66.930000,66.930000,66.930000,66.930000,66.620827,0
2017-12-18,67.349998,67.349998,67.349998,67.349998,67.038887,0
2017-12-19,67.110001,67.110001,67.110001,67.110001,66.800003,0
2017-12-20,66.769997,66.769997,66.769997,66.769997,66.769997,0
2017-12-21,66.919998,66.919998,66.919998,66.919998,66.919998,0
2017-12-22,66.889999,66.889999,66.889999,66.889999,66.889999,0
2017-12-26,66.849998,66.849998,66.849998,66.849998,66.849998,0
2017-12-27,66.900002,66.900002,66.900002,66.900002,66.900002,0
2017-12-28,67.059998,67.059998,67.059998,67.059998,67.059998,0
2017-12-29,66.699997,66.699997,66.699997,66.699997,66.699997,0
2018-01-02,67.250000,67.250000,67.250000,67.250000,67.250000,0
2018-01-03,67.639999,67.639999,67.639999,67.639999,67.639999,0
2018-01-04,67.900002,67.900002,67.900002,67.900002,67.900002,0
2018-01-05,68.339996,68.339996,68.339996,68.339996,68.339996,0
2018-01-08,68.470001,68.470001,68.470001,68.470001,68.470001,0
2018-01-09,68.550003,68.550003,68.550003,68.550003,68.550003,0
2018-01-10,68.470001,68.470001,68.470001,68.470001,68.470001,0
2018-01-11,69.040001,69.040001,69.040001,69.040001,69.040001,0
2018-01-12,69.459999,69.459999,69.459999,69.459999,69.459999,0
2018-01-16,69.150002,69.150002,69.150002,69.150002,69.150002,0
2018-01-17,69.779999,69.779999,69.779999,69.779999,69.779999,0
2018-01-18,69.650002,69.650002,69.650002,69.650002,69.650002,0
2018-01-19,70.040001,70.040001,70.040001,70.040001,70.040001,0
2018-01-22,70.589996,70.589996,70.589996,70.589996,70.589996,0
2018-01-23,70.760002,70.760002,70.760002,70.760002,70.760002,0
2018-01-24,70.680000,70.680000,70.680000,70.680000,70.680000,0
2018-01-25,70.720001,70.720001,70.720001,70.720001,70.720001,0
2018-01-26,71.480003,71.480003,71.480003,71.480003,71.480003,0
2018-01-29,71.000000,71.000000,71.000000,71.000000,71.000000,0
2018-01-30,70.239998,70.239998,70.239998,70.239998,70.239998,0
2018-01-31,70.239998,70.239998,70.239998,70.239998,70.239998,0
2018-02-01,70.239998,70.239998,70.239998,70.239998,70.239998,0
2018-02-02,68.779999,68.779999,68.779999,68.779999,68.779999,0
2018-02-05,66.040001,66.040001,66.040001,66.040001,66.040001,0
2018-02-06,67.099998,67.099998,67.099998,67.099998,67.099998,0
2018-02-07,66.830002,66.830002,66.830002,66.830002,66.830002,0
2018-02-08,64.400002,64.400002,64.400002,64.400002,64.400002,0
2018-02-09,65.309998,65.309998,65.309998,65.309998,65.309998,0
2018-02-12,66.180000,66.180000,66.180000,66.180000,66.180000,0
2018-02-13,66.370003,66.370003,66.370003,66.370003,66.370003,0
2018-02-14,67.320000,67.320000,67.320000,67.320000,67.320000,0
2018-02-15,68.129997,68.129997,68.129997,68.129997,68.129997,0
2018-02-16,68.180000,68.180000,68.180000,68.180000,68.180000,0
